Column,TitleLong,Week,Title,Vote,Count,SpecialWeek,ExtraRow
128," [Dredd (2012, 1:36)]",2020-11-30,Dredd,I do not love this film but would still show up,4,,
779," [Dredd (2012, 1:36)]",2020-11-30,Dredd,I would NOT come to watch this film,4,,
1430," [Dredd (2012, 1:36)]",2020-11-30,Dredd,I would REALLY LIKE to watch this film,10,,
170," [High Fidelity (2000, 1:54)]",2020-11-30,HighFidelity,I do not love this film but would still show up,6,,
821," [High Fidelity (2000, 1:54)]",2020-11-30,HighFidelity,I would NOT come to watch this film,5,,
1472," [High Fidelity (2000, 1:54)]",2020-11-30,HighFidelity,I would REALLY LIKE to watch this film,7,,
209," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-11-30,Jumanji2,I do not love this film but would still show up,6,,
860," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-11-30,Jumanji2,I would NOT come to watch this film,4,,
1511," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-11-30,Jumanji2,I would REALLY LIKE to watch this film,8,,
241," [Matilda (1996, 1:38)]",2020-11-30,Matilda,I do not love this film but would still show up,7,,
892," [Matilda (1996, 1:38)]",2020-11-30,Matilda,I would NOT come to watch this film,3,,
1543," [Matilda (1996, 1:38)]",2020-11-30,Matilda,I would REALLY LIKE to watch this film,8,,
347," [Sister Act 2 (1993, 1:47)]",2020-11-30,SisterAct2,I do not love this film but would still show up,7,,
998," [Sister Act 2 (1993, 1:47)]",2020-11-30,SisterAct2,I would NOT come to watch this film,6,,
1649," [Sister Act 2 (1993, 1:47)]",2020-11-30,SisterAct2,I would REALLY LIKE to watch this film,5,,
399," [Terminator 2 (1991, 2:17)]",2020-11-30,Terminator2,I do not love this film but would still show up,8,,
1050," [Terminator 2 (1991, 2:17)]",2020-11-30,Terminator2,I would NOT come to watch this film,3,,
1701," [Terminator 2 (1991, 2:17)]",2020-11-30,Terminator2,I would REALLY LIKE to watch this film,7,,
458," [The New Mutants (2020, 1:34)]",2020-11-30,TheNewMutants,I do not love this film but would still show up,8,,
1109," [The New Mutants (2020, 1:34)]",2020-11-30,TheNewMutants,I would NOT come to watch this film,8,,
1760," [The New Mutants (2020, 1:34)]",2020-11-30,TheNewMutants,I would REALLY LIKE to watch this film,2,,
58," [Cats (2019, 1:50)]",2020-12-07,Cats,I do not love this film but would still show up,6,,
709," [Cats (2019, 1:50)]",2020-12-07,Cats,I would NOT come to watch this film,4,,
1360," [Cats (2019, 1:50)]",2020-12-07,Cats,I would REALLY LIKE to watch this film,3,,
98," [Dazed and Confused (1993, 2:00)]",2020-12-07,DazedAndConfused,I do not love this film but would still show up,5,,
749," [Dazed and Confused (1993, 2:00)]",2020-12-07,DazedAndConfused,I would NOT come to watch this film,6,,
1400," [Dazed and Confused (1993, 2:00)]",2020-12-07,DazedAndConfused,I would REALLY LIKE to watch this film,2,,
210," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-12-07,Jumanji2,I do not love this film but would still show up,8,,
861," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-12-07,Jumanji2,I would NOT come to watch this film,1,,
1512," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-12-07,Jumanji2,I would REALLY LIKE to watch this film,4,,
276," [Pete's Dragon (1977, 2:09)]",2020-12-07,PetesDragon,I do not love this film but would still show up,5,,
927," [Pete's Dragon (1977, 2:09)]",2020-12-07,PetesDragon,I would NOT come to watch this film,7,,
1578," [Pete's Dragon (1977, 2:09)]",2020-12-07,PetesDragon,I would REALLY LIKE to watch this film,1,,
321," [Romeo + Juliet (1996, 2:00)]",2020-12-07,RomeoAndJuliet,I do not love this film but would still show up,7,,
972," [Romeo + Juliet (1996, 2:00)]",2020-12-07,RomeoAndJuliet,I would NOT come to watch this film,3,,
1623," [Romeo + Juliet (1996, 2:00)]",2020-12-07,RomeoAndJuliet,I would REALLY LIKE to watch this film,3,,
373," [Speed Racer (2008, 2:15)]",2020-12-07,SpeedRacer,I do not love this film but would still show up,2,,
1024," [Speed Racer (2008, 2:15)]",2020-12-07,SpeedRacer,I would NOT come to watch this film,2,,
1675," [Speed Racer (2008, 2:15)]",2020-12-07,SpeedRacer,I would REALLY LIKE to watch this film,9,,
400," [Terminator 2 (1991, 2:17)]",2020-12-07,Terminator2,I do not love this film but would still show up,6,,
1051," [Terminator 2 (1991, 2:17)]",2020-12-07,Terminator2,I would NOT come to watch this film,4,,
1702," [Terminator 2 (1991, 2:17)]",2020-12-07,Terminator2,I would REALLY LIKE to watch this film,3,,
525," [Venom (2018, 1:52)]",2020-12-07,Venom,I do not love this film but would still show up,5,,
1176," [Venom (2018, 1:52)]",2020-12-07,Venom,I would NOT come to watch this film,3,,
1827," [Venom (2018, 1:52)]",2020-12-07,Venom,I would REALLY LIKE to watch this film,5,,
12," [Amelie (2001, 2:02)]",2020-12-14,Amelie,I do not love this film but would still show up,6,,
663," [Amelie (2001, 2:02)]",2020-12-14,Amelie,I would NOT come to watch this film,8,,
1314," [Amelie (2001, 2:02)]",2020-12-14,Amelie,I would REALLY LIKE to watch this film,1,,
97," [David Byrne's American Utopia (2020, 1:45)]",2020-12-14,AmericanUtopia,I do not love this film but would still show up,3,,
748," [David Byrne's American Utopia (2020, 1:45)]",2020-12-14,AmericanUtopia,I would NOT come to watch this film,12,,
1399," [David Byrne's American Utopia (2020, 1:45)]",2020-12-14,AmericanUtopia,I would REALLY LIKE to watch this film,0,,
179," [Hot Rob (2007, 1:28)]",2020-12-14,HotRod,I do not love this film but would still show up,4,,
830," [Hot Rob (2007, 1:28)]",2020-12-14,HotRod,I would NOT come to watch this film,8,,
1481," [Hot Rob (2007, 1:28)]",2020-12-14,HotRod,I would REALLY LIKE to watch this film,3,,
211," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-12-14,Jumanji2,I do not love this film but would still show up,1,,
862," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-12-14,Jumanji2,I would NOT come to watch this film,1,,
1513," [Jumanji: Welcome To The Jungle (2017, 1:59)]",2020-12-14,Jumanji2,I would REALLY LIKE to watch this film,13,,
212," [Karate Kid (1984, 2:07)]",2020-12-14,KarateKid,I do not love this film but would still show up,5,,
863," [Karate Kid (1984, 2:07)]",2020-12-14,KarateKid,I would NOT come to watch this film,9,,
1514," [Karate Kid (1984, 2:07)]",2020-12-14,KarateKid,I would REALLY LIKE to watch this film,1,,
238," [Married to the Mob (1988, 1:44)]",2020-12-14,MarriedToTheMob,I do not love this film but would still show up,5,,
889," [Married to the Mob (1988, 1:44)]",2020-12-14,MarriedToTheMob,I would NOT come to watch this film,8,,
1540," [Married to the Mob (1988, 1:44)]",2020-12-14,MarriedToTheMob,I would REALLY LIKE to watch this film,2,,
2," [7 Days in Hell (2015, 0:42)]",2020-12-14,SevenDaysInHell,I do not love this film but would still show up,6,,
653," [7 Days in Hell (2015, 0:42)]",2020-12-14,SevenDaysInHell,I would NOT come to watch this film,8,,
1304," [7 Days in Hell (2015, 0:42)]",2020-12-14,SevenDaysInHell,I would REALLY LIKE to watch this film,1,,
448," [The Lion King (2019, 1:58)]",2020-12-14,TheLionKing,I do not love this film but would still show up,2,,
1099," [The Lion King (2019, 1:58)]",2020-12-14,TheLionKing,I would NOT come to watch this film,12,,
1750," [The Lion King (2019, 1:58)]",2020-12-14,TheLionKing,I would REALLY LIKE to watch this film,1,,
31," [Bi Hard (1988, 2:12)]",2020-12-28,BiHard,I do not love this film but would still show up,3,xmas,
682," [Bi Hard (1988, 2:12)]",2020-12-28,BiHard,I would NOT come to watch this film,0,xmas,
1333," [Bi Hard (1988, 2:12)]",2020-12-28,BiHard,I would REALLY LIKE to watch this film,11,xmas,
109," [Die Hard (1988, 2:12)]",2020-12-28,DieHard,I do not love this film but would still show up,9,xmas,
760," [Die Hard (1988, 2:12)]",2020-12-28,DieHard,I would NOT come to watch this film,2,xmas,
1411," [Die Hard (1988, 2:12)]",2020-12-28,DieHard,I would REALLY LIKE to watch this film,3,xmas,
110," [Die Hard (1988, 2:12)]",2020-12-28,DieHard2D,I do not love this film but would still show up,6,xmas,
761," [Die Hard (1988, 2:12)]",2020-12-28,DieHard2D,I would NOT come to watch this film,2,xmas,
1412," [Die Hard (1988, 2:12)]",2020-12-28,DieHard2D,I would REALLY LIKE to watch this film,6,xmas,
114," [Die Hard (1988, 2:12)]",2020-12-28,DieHardDie,I do not love this film but would still show up,8,xmas,
765," [Die Hard (1988, 2:12)]",2020-12-28,DieHardDie,I would NOT come to watch this film,3,xmas,
1416," [Die Hard (1988, 2:12)]",2020-12-28,DieHardDie,I would REALLY LIKE to watch this film,3,xmas,
113," [Die Hard but replace Hans Gruber with an opossum (1988, 2:12)]",2020-12-28,DieHardHansGruber,I do not love this film but would still show up,3,xmas,
764," [Die Hard but replace Hans Gruber with an opossum (1988, 2:12)]",2020-12-28,DieHardHansGruber,I would NOT come to watch this film,1,xmas,
1415," [Die Hard but replace Hans Gruber with an opossum (1988, 2:12)]",2020-12-28,DieHardHansGruber,I would REALLY LIKE to watch this film,10,xmas,
112," [Die Hard but make it spoopy (1988, 2:12)]",2020-12-28,DieHardSpoopy,I do not love this film but would still show up,9,xmas,
763," [Die Hard but make it spoopy (1988, 2:12)]",2020-12-28,DieHardSpoopy,I would NOT come to watch this film,0,xmas,
1414," [Die Hard but make it spoopy (1988, 2:12)]",2020-12-28,DieHardSpoopy,I would REALLY LIKE to watch this film,5,xmas,
111," [Die Hard but make it Christmas (1988, 2:12)]",2020-12-28,DieHardXmas,I do not love this film but would still show up,9,xmas,
762," [Die Hard but make it Christmas (1988, 2:12)]",2020-12-28,DieHardXmas,I would NOT come to watch this film,2,xmas,
1413," [Die Hard but make it Christmas (1988, 2:12)]",2020-12-28,DieHardXmas,I would REALLY LIKE to watch this film,3,xmas,
115," [Dir Hard but make it Christmas AND spoopy (1988, 2:12)]",2020-12-28,DieHardXmasSpoop,I do not love this film but would still show up,6,xmas,
766," [Dir Hard but make it Christmas AND spoopy (1988, 2:12)]",2020-12-28,DieHardXmasSpoop,I would NOT come to watch this film,1,xmas,
1417," [Dir Hard but make it Christmas AND spoopy (1988, 2:12)]",2020-12-28,DieHardXmasSpoop,I would REALLY LIKE to watch this film,7,xmas,
189," [In Soviet Russia Hard Dies You (1988, 2:12)]",2020-12-28,SovietRussiaHDY,I do not love this film but would still show up,6,xmas,
840," [In Soviet Russia Hard Dies You (1988, 2:12)]",2020-12-28,SovietRussiaHDY,I would NOT come to watch this film,3,xmas,
1491," [In Soviet Russia Hard Dies You (1988, 2:12)]",2020-12-28,SovietRussiaHDY,I would REALLY LIKE to watch this film,5,xmas,
122," [Dogma (1999, 2:08)]",2021-01-04,Dogma,I do not love this film but would still show up,5,,
773," [Dogma (1999, 2:08)]",2021-01-04,Dogma,I would NOT come to watch this film,3,,
1424," [Dogma (1999, 2:08)]",2021-01-04,Dogma,I would REALLY LIKE to watch this film,7,,
178," [Hot Rob (2007, 1:28)]",2021-01-04,HotRod,I do not love this film but would still show up,7,,
829," [Hot Rob (2007, 1:28)]",2021-01-04,HotRod,I would NOT come to watch this film,2,,
1480," [Hot Rob (2007, 1:28)]",2021-01-04,HotRod,I would REALLY LIKE to watch this film,6,,
316," [Robin Hood: Men in Tights (1993, 1:44)]",2021-01-04,MenInTights,I do not love this film but would still show up,5,,
967," [Robin Hood: Men in Tights (1993, 1:44)]",2021-01-04,MenInTights,I would NOT come to watch this film,5,,
1618," [Robin Hood: Men in Tights (1993, 1:44)]",2021-01-04,MenInTights,I would REALLY LIKE to watch this film,5,,
246," [Midnight Sky (2020, 1:59)]",2021-01-04,MidnightSky,I do not love this film but would still show up,5,,
897," [Midnight Sky (2020, 1:59)]",2021-01-04,MidnightSky,I would NOT come to watch this film,4,,
1548," [Midnight Sky (2020, 1:59)]",2021-01-04,MidnightSky,I would REALLY LIKE to watch this film,6,,
302," [Prom: The Musical (2020, 2:12)]",2021-01-04,PromTheMusical,I do not love this film but would still show up,8,,
953," [Prom: The Musical (2020, 2:12)]",2021-01-04,PromTheMusical,I would NOT come to watch this film,3,,
1604," [Prom: The Musical (2020, 2:12)]",2021-01-04,PromTheMusical,I would REALLY LIKE to watch this film,4,,
322," [Romeo + Juliet (1996, 2:00)]",2021-01-04,RomeoAndJuliet,I do not love this film but would still show up,7,,
973," [Romeo + Juliet (1996, 2:00)]",2021-01-04,RomeoAndJuliet,I would NOT come to watch this film,3,,
1624," [Romeo + Juliet (1996, 2:00)]",2021-01-04,RomeoAndJuliet,I would REALLY LIKE to watch this film,5,,
386," [Super Mario Bros (1993, 1:45)]",2021-01-04,SuperMarioBros,I do not love this film but would still show up,5,,
1037," [Super Mario Bros (1993, 1:45)]",2021-01-04,SuperMarioBros,I would NOT come to watch this film,6,,
1688," [Super Mario Bros (1993, 1:45)]",2021-01-04,SuperMarioBros,I would REALLY LIKE to watch this film,4,,
526," [Venom (2018, 1:52)]",2021-01-04,Venom,I do not love this film but would still show up,3,,
1177," [Venom (2018, 1:52)]",2021-01-04,Venom,I would NOT come to watch this film,4,,
1828," [Venom (2018, 1:52)]",2021-01-04,Venom,I would REALLY LIKE to watch this film,8,,
20," [Atomic Blonde (2017, 1:55)]",2021-01-11,AtomicBlonde,I do not love this film but would still show up,11,,
671," [Atomic Blonde (2017, 1:55)]",2021-01-11,AtomicBlonde,I would NOT come to watch this film,2,,
1322," [Atomic Blonde (2017, 1:55)]",2021-01-11,AtomicBlonde,I would REALLY LIKE to watch this film,2,,
56," [Butt Boy (2019, 1:39)]",2021-01-11,ButtBoy,I do not love this film but would still show up,5,,
707," [Butt Boy (2019, 1:39)]",2021-01-11,ButtBoy,I would NOT come to watch this film,8,,
1358," [Butt Boy (2019, 1:39)]",2021-01-11,ButtBoy,I would REALLY LIKE to watch this film,2,,
59," [Catwoman (2004, 1:44)]",2021-01-11,Catwoman,I do not love this film but would still show up,4,,
710," [Catwoman (2004, 1:44)]",2021-01-11,Catwoman,I would NOT come to watch this film,7,,
1361," [Catwoman (2004, 1:44)]",2021-01-11,Catwoman,I would REALLY LIKE to watch this film,4,,
201," [Johnny Mnemonic (1995, 1:37)]",2021-01-11,JohnnyMnemonic,I do not love this film but would still show up,4,,
852," [Johnny Mnemonic (1995, 1:37)]",2021-01-11,JohnnyMnemonic,I would NOT come to watch this film,4,,
1503," [Johnny Mnemonic (1995, 1:37)]",2021-01-11,JohnnyMnemonic,I would REALLY LIKE to watch this film,7,,
221," [League of Their Own (1992, 2:08)]",2021-01-11,LeagueOfTheirOwn,I do not love this film but would still show up,3,,
872," [League of Their Own (1992, 2:08)]",2021-01-11,LeagueOfTheirOwn,I would NOT come to watch this film,4,,
1523," [League of Their Own (1992, 2:08)]",2021-01-11,LeagueOfTheirOwn,I would REALLY LIKE to watch this film,8,,
466," [The School of Rock (2003, 1:49)]",2021-01-11,SchoolOfRock,I do not love this film but would still show up,7,,
1117," [The School of Rock (2003, 1:49)]",2021-01-11,SchoolOfRock,I would NOT come to watch this film,0,,
1768," [The School of Rock (2003, 1:49)]",2021-01-11,SchoolOfRock,I would REALLY LIKE to watch this film,8,,
339," [Shadow in the Cloud (2020, 1:23)]",2021-01-11,ShadowCloud,I do not love this film but would still show up,5,,
990," [Shadow in the Cloud (2020, 1:23)]",2021-01-11,ShadowCloud,I would NOT come to watch this film,6,,
1641," [Shadow in the Cloud (2020, 1:23)]",2021-01-11,ShadowCloud,I would REALLY LIKE to watch this film,4,,
508," [Turbo Kid (2015, 1:33)]",2021-01-11,TurboKid,I do not love this film but would still show up,5,,
1159," [Turbo Kid (2015, 1:33)]",2021-01-11,TurboKid,I would NOT come to watch this film,4,,
1810," [Turbo Kid (2015, 1:33)]",2021-01-11,TurboKid,I would REALLY LIKE to watch this film,6,,
202," [Johnny Mnemonic (1995, 1:37)]",2021-01-18,JohnnyMnemonic,I do not love this film but would still show up,4,,
853," [Johnny Mnemonic (1995, 1:37)]",2021-01-18,JohnnyMnemonic,I would NOT come to watch this film,3,,
1504," [Johnny Mnemonic (1995, 1:37)]",2021-01-18,JohnnyMnemonic,I would REALLY LIKE to watch this film,7,,
220," [League of Their Own (1992, 2:08)]",2021-01-18,LeagueOfTheirOwn,I do not love this film but would still show up,4,,
871," [League of Their Own (1992, 2:08)]",2021-01-18,LeagueOfTheirOwn,I would NOT come to watch this film,4,,
1522," [League of Their Own (1992, 2:08)]",2021-01-18,LeagueOfTheirOwn,I would REALLY LIKE to watch this film,6,,
287," [Pleasantville (1998, 2:05)]",2021-01-18,Pleasantville,I do not love this film but would still show up,5,,
938," [Pleasantville (1998, 2:05)]",2021-01-18,Pleasantville,I would NOT come to watch this film,2,,
1589," [Pleasantville (1998, 2:05)]",2021-01-18,Pleasantville,I would REALLY LIKE to watch this film,7,,
410," [The Adventures of Priscilla Queen of the Desert (1994, 1:43)]",2021-01-18,Priscilla,I do not love this film but would still show up,7,,
1061," [The Adventures of Priscilla Queen of the Desert (1994, 1:43)]",2021-01-18,Priscilla,I would NOT come to watch this film,1,,
1712," [The Adventures of Priscilla Queen of the Desert (1994, 1:43)]",2021-01-18,Priscilla,I would REALLY LIKE to watch this film,6,,
314," [Repo the Genetic Opera (2008, 1:38)]",2021-01-18,Repo,I do not love this film but would still show up,3,,
965," [Repo the Genetic Opera (2008, 1:38)]",2021-01-18,Repo,I would NOT come to watch this film,4,,
1616," [Repo the Genetic Opera (2008, 1:38)]",2021-01-18,Repo,I would REALLY LIKE to watch this film,7,,
355," [Solarbabies (1986, 1:34)]",2021-01-18,Solarbabies,I do not love this film but would still show up,9,,
1006," [Solarbabies (1986, 1:34)]",2021-01-18,Solarbabies,I would NOT come to watch this film,4,,
1657," [Solarbabies (1986, 1:34)]",2021-01-18,Solarbabies,I would REALLY LIKE to watch this film,1,,
389," [Swiss Army Man (2016, 1:37)]",2021-01-18,SwissArmyMan,I do not love this film but would still show up,7,,
1040," [Swiss Army Man (2016, 1:37)]",2021-01-18,SwissArmyMan,I would NOT come to watch this film,5,,
1691," [Swiss Army Man (2016, 1:37)]",2021-01-18,SwissArmyMan,I would REALLY LIKE to watch this film,2,,
527," [Venom (2018, 1:52)]",2021-01-18,Venom,I do not love this film but would still show up,7,,
1178," [Venom (2018, 1:52)]",2021-01-18,Venom,I would NOT come to watch this film,2,,
1829," [Venom (2018, 1:52)]",2021-01-18,Venom,I would REALLY LIKE to watch this film,5,,
23," [Be Kind Rewind (2008, 1:42)]",2021-01-25,BeKindRewind,I do not love this film but would still show up,5,,
674," [Be Kind Rewind (2008, 1:42)]",2021-01-25,BeKindRewind,I would NOT come to watch this film,1,,
1325," [Be Kind Rewind (2008, 1:42)]",2021-01-25,BeKindRewind,I would REALLY LIKE to watch this film,9,,
106," [Desert Hearts (1985, 1:32)]",2021-01-25,DesertHearts,I do not love this film but would still show up,6,,
757," [Desert Hearts (1985, 1:32)]",2021-01-25,DesertHearts,I would NOT come to watch this film,5,,
1408," [Desert Hearts (1985, 1:32)]",2021-01-25,DesertHearts,I would REALLY LIKE to watch this film,4,,
288," [Pleasantville (1998, 2:05)]",2021-01-25,Pleasantville,I do not love this film but would still show up,5,,
939," [Pleasantville (1998, 2:05)]",2021-01-25,Pleasantville,I would NOT come to watch this film,2,,
1590," [Pleasantville (1998, 2:05)]",2021-01-25,Pleasantville,I would REALLY LIKE to watch this film,8,,
357," [Sonic the Hedgehog (2020, 1:39)]",2021-01-25,SonicTheHedgehog,I do not love this film but would still show up,4,,
1008," [Sonic the Hedgehog (2020, 1:39)]",2021-01-25,SonicTheHedgehog,I would NOT come to watch this film,4,,
1659," [Sonic the Hedgehog (2020, 1:39)]",2021-01-25,SonicTheHedgehog,I would REALLY LIKE to watch this film,7,,
403," [Tesla (2020, 1:42)]",2021-01-25,Tesla,I do not love this film but would still show up,5,,
1054," [Tesla (2020, 1:42)]",2021-01-25,Tesla,I would NOT come to watch this film,8,,
1705," [Tesla (2020, 1:42)]",2021-01-25,Tesla,I would REALLY LIKE to watch this film,2,,
433," [The Guest (2014, 1:40)]",2021-01-25,TheGuest,I do not love this film but would still show up,6,,
1084," [The Guest (2014, 1:40)]",2021-01-25,TheGuest,I would NOT come to watch this film,7,,
1735," [The Guest (2014, 1:40)]",2021-01-25,TheGuest,I would REALLY LIKE to watch this film,2,,
469," [The Stand In (2020, 1:42)]",2021-01-25,TheStandIn,I do not love this film but would still show up,7,,
1120," [The Stand In (2020, 1:42)]",2021-01-25,TheStandIn,I would NOT come to watch this film,5,,
1771," [The Stand In (2020, 1:42)]",2021-01-25,TheStandIn,I would REALLY LIKE to watch this film,3,,
509," [Turbo Kid (2015, 1:33)]",2021-01-25,TurboKid,I do not love this film but would still show up,5,,
1160," [Turbo Kid (2015, 1:33)]",2021-01-25,TurboKid,I would NOT come to watch this film,4,,
1811," [Turbo Kid (2015, 1:33)]",2021-01-25,TurboKid,I would REALLY LIKE to watch this film,6,,
54," [Bubba Ho-Tep (2002, 1:36)]",2021-02-01,BubbaHoTep,I do not love this film but would still show up,5,,
705," [Bubba Ho-Tep (2002, 1:36)]",2021-02-01,BubbaHoTep,I would NOT come to watch this film,5,,
1356," [Bubba Ho-Tep (2002, 1:36)]",2021-02-01,BubbaHoTep,I would REALLY LIKE to watch this film,6,,
107," [Desert Hearts (1985, 1:32)]",2021-02-01,DesertHearts,I do not love this film but would still show up,6,,
758," [Desert Hearts (1985, 1:32)]",2021-02-01,DesertHearts,I would NOT come to watch this film,5,,
1409," [Desert Hearts (1985, 1:32)]",2021-02-01,DesertHearts,I would REALLY LIKE to watch this film,5,,
204," [Josie and the Pussycats (2001, 1:38)]",2021-02-01,Josie,I do not love this film but would still show up,5,,
855," [Josie and the Pussycats (2001, 1:38)]",2021-02-01,Josie,I would NOT come to watch this film,4,,
1506," [Josie and the Pussycats (2001, 1:38)]",2021-02-01,Josie,I would REALLY LIKE to watch this film,7,,
245," [Men in Black (1997, 1:38)]",2021-02-01,MenInBlack,I do not love this film but would still show up,5,,
896," [Men in Black (1997, 1:38)]",2021-02-01,MenInBlack,I would NOT come to watch this film,1,,
1547," [Men in Black (1997, 1:38)]",2021-02-01,MenInBlack,I would REALLY LIKE to watch this film,10,,
289," [Pleasantville (1998, 2:05)]",2021-02-01,Pleasantville,I do not love this film but would still show up,6,,
940," [Pleasantville (1998, 2:05)]",2021-02-01,Pleasantville,I would NOT come to watch this film,2,,
1591," [Pleasantville (1998, 2:05)]",2021-02-01,Pleasantville,I would REALLY LIKE to watch this film,8,,
358," [Sonic the Hedgehog (2020, 1:39)]",2021-02-01,SonicTheHedgehog,I do not love this film but would still show up,10,,
1009," [Sonic the Hedgehog (2020, 1:39)]",2021-02-01,SonicTheHedgehog,I would NOT come to watch this film,5,,
1660," [Sonic the Hedgehog (2020, 1:39)]",2021-02-01,SonicTheHedgehog,I would REALLY LIKE to watch this film,1,,
459," [The Old Guard (2020, 2:06)]",2021-02-01,TheOldGuard,I do not love this film but would still show up,7,,
1110," [The Old Guard (2020, 2:06)]",2021-02-01,TheOldGuard,I would NOT come to watch this film,2,,
1761," [The Old Guard (2020, 2:06)]",2021-02-01,TheOldGuard,I would REALLY LIKE to watch this film,7,,
510," [Turbo Kid (2015, 1:33)]",2021-02-01,TurboKid,I do not love this film but would still show up,9,,
1161," [Turbo Kid (2015, 1:33)]",2021-02-01,TurboKid,I would NOT come to watch this film,4,,
1812," [Turbo Kid (2015, 1:33)]",2021-02-01,TurboKid,I would REALLY LIKE to watch this film,3,,
18," [Anna and the Apocalypse (2018, 1:33)]",2021-02-08,AnnaApocalypse,I do not love this film but would still show up,7,,
669," [Anna and the Apocalypse (2018, 1:33)]",2021-02-08,AnnaApocalypse,I would NOT come to watch this film,4,,
1320," [Anna and the Apocalypse (2018, 1:33)]",2021-02-08,AnnaApocalypse,I would REALLY LIKE to watch this film,4,,
181," [Hunt for the Wilderpeople (2016, 1:41)]",2021-02-08,HuntForTheWilderpeople,I do not love this film but would still show up,9,,
832," [Hunt for the Wilderpeople (2016, 1:41)]",2021-02-08,HuntForTheWilderpeople,I would NOT come to watch this film,0,,
1483," [Hunt for the Wilderpeople (2016, 1:41)]",2021-02-08,HuntForTheWilderpeople,I would REALLY LIKE to watch this film,6,,
190," [Independence Day (1996, 2:34)]",2021-02-08,IndependenceDay,I do not love this film but would still show up,9,,
841," [Independence Day (1996, 2:34)]",2021-02-08,IndependenceDay,I would NOT come to watch this film,3,,
1492," [Independence Day (1996, 2:34)]",2021-02-08,IndependenceDay,I would REALLY LIKE to watch this film,3,,
290," [Pleasantville (1998, 2:05)]",2021-02-08,Pleasantville,I do not love this film but would still show up,8,,
941," [Pleasantville (1998, 2:05)]",2021-02-08,Pleasantville,I would NOT come to watch this film,1,,
1592," [Pleasantville (1998, 2:05)]",2021-02-08,Pleasantville,I would REALLY LIKE to watch this film,6,,
320," [Robocop (1987, 1:43)]",2021-02-08,Robocop,I do not love this film but would still show up,8,,
971," [Robocop (1987, 1:43)]",2021-02-08,Robocop,I would NOT come to watch this film,4,,
1622," [Robocop (1987, 1:43)]",2021-02-08,Robocop,I would REALLY LIKE to watch this film,3,,
361," [Sorry to Bother You (2018, 1:51)]",2021-02-08,SorryToBotherYou,I do not love this film but would still show up,6,,
1012," [Sorry to Bother You (2018, 1:51)]",2021-02-08,SorryToBotherYou,I would NOT come to watch this film,0,,
1663," [Sorry to Bother You (2018, 1:51)]",2021-02-08,SorryToBotherYou,I would REALLY LIKE to watch this film,9,,
518," [Unicorn Store (2017, 1:32)]",2021-02-08,UnicornStore,I do not love this film but would still show up,9,,
1169," [Unicorn Store (2017, 1:32)]",2021-02-08,UnicornStore,I would NOT come to watch this film,2,,
1820," [Unicorn Store (2017, 1:32)]",2021-02-08,UnicornStore,I would REALLY LIKE to watch this film,4,,
552," [Who Framed Roger Rabbit (1988, 1:44)]",2021-02-08,WhoFramedRogerRabbit,I do not love this film but would still show up,6,,
1203," [Who Framed Roger Rabbit (1988, 1:44)]",2021-02-08,WhoFramedRogerRabbit,I would NOT come to watch this film,2,,
1854," [Who Framed Roger Rabbit (1988, 1:44)]",2021-02-08,WhoFramedRogerRabbit,I would REALLY LIKE to watch this film,7,,
75," [Constantine (2005, 2:00)]",2021-02-15,Constantine,I do not love this film but would still show up,5,,
726," [Constantine (2005, 2:00)]",2021-02-15,Constantine,I would NOT come to watch this film,2,,
1377," [Constantine (2005, 2:00)]",2021-02-15,Constantine,I would REALLY LIKE to watch this film,9,,
83," [Corrina Corrina (1994, 1:56)]",2021-02-15,CorrinaCorrina,I do not love this film but would still show up,8,,
734," [Corrina Corrina (1994, 1:56)]",2021-02-15,CorrinaCorrina,I would NOT come to watch this film,3,,
1385," [Corrina Corrina (1994, 1:56)]",2021-02-15,CorrinaCorrina,I would REALLY LIKE to watch this film,5,,
182," [Hunt for the Wilderpeople (2016, 1:41)]",2021-02-15,HuntForTheWilderpeople,I do not love this film but would still show up,8,,
833," [Hunt for the Wilderpeople (2016, 1:41)]",2021-02-15,HuntForTheWilderpeople,I would NOT come to watch this film,3,,
1484," [Hunt for the Wilderpeople (2016, 1:41)]",2021-02-15,HuntForTheWilderpeople,I would REALLY LIKE to watch this film,5,,
203," [Johnny Mnemonic (1995, 1:37)]",2021-02-15,JohnnyMnemonic,I do not love this film but would still show up,5,,
854," [Johnny Mnemonic (1995, 1:37)]",2021-02-15,JohnnyMnemonic,I would NOT come to watch this film,2,,
1505," [Johnny Mnemonic (1995, 1:37)]",2021-02-15,JohnnyMnemonic,I would REALLY LIKE to watch this film,9,,
214," [Labyrinth (1986, 1:41)]",2021-02-15,Labyrinth,I do not love this film but would still show up,9,,
865," [Labyrinth (1986, 1:41)]",2021-02-15,Labyrinth,I would NOT come to watch this film,2,,
